RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge
7603,15791769,Gardener,691,France,Female,29,9,116536.43,1,1,0,51987.99,0,2.241602916365876,0.3103448275862069,23.82758620689655
7604,15712483,Chidi,608,Spain,Female,28,4,0.0,2,1,0,10899.63,1,0.0,0.14285714285714285,21.714285714285715
7605,15636454,Fu,691,France,Female,60,6,101070.69,1,1,0,177355.8,1,0.5698753015125528,0.1,11.516666666666667
7606,15710138,Sun,718,Spain,Male,39,6,0.0,2,0,1,63889.1,0,0.0,0.15384615384615385,18.41025641025641
7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0,0.7216962075250972,0.0967741935483871,21.93548387096774
7608,15638751,Ashton,838,Spain,Female,41,5,0.0,2,1,0,81313.51,0,0.0,0.12195121951219512,20.4390243902439
7609,15598574,Uwakwe,695,Spain,Female,31,5,0.0,2,0,1,13998.88,0,0.0,0.16129032258064516,22.419354838709676
7610,15796787,Vassiliev,681,France,Male,46,0,105969.42,1,1,0,5771.56,0,18.36062000568304,0.0,14.804347826086957
7611,15615670,Kazakova,762,France,Male,36,5,119547.46,1,1,1,42693.65,0,2.8001227348797775,0.1388888888888889,21.166666666666668
7612,15705506,Perry,751,Spain,Male,38,7,0.0,2,0,0,90839.61,0,0.0,0.18421052631578946,19.763157894736842
7613,15599535,Howell,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0,2.561099187149234,0.17857142857142858,24.214285714285715
7614,15768449,Ricci,634,France,Female,37,7,51582.5,2,1,1,184312.88,0,0.27986378380067634,0.1891891891891892,17.135135135135137
7615,15725002,Smith,749,France,Male,37,7,0.0,2,1,0,20306.79,0,0.0,0.1891891891891892,20.243243243243242
7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0,1.3247152690809911,0.16216216216216217,15.945945945945946
7617,15749964,Jones,610,France,Female,27,4,87262.4,2,1,0,182720.07,0,0.4775742478645066,0.14814814814814814,22.59259259259259
7618,15678779,Quezada,502,France,Male,33,7,0.0,2,0,1,4082.52,0,0.0,0.21212121212121213,15.212121212121213
7619,15752601,McCulloch,578,France,Female,40,7,0.0,2,0,0,102233.73,0,0.0,0.175,14.45
7620,15758477,Tobeolisa,547,France,Female,32,2,0.0,2,1,0,132002.83,0,0.0,0.0625,17.09375
7621,15629133,Black,579,France,Female,27,9,0.0,2,1,0,126838.7,0,0.0,0.3333333333333333,21.444444444444443
7622,15604963,Fraser,661,France,Male,39,5,0.0,2,0,0,181461.46,0,0.0,0.1282051282051282,16.94871794871795
7623,15796413,Green,794,France,Male,46,6,0.0,2,1,0,195325.74,0,0.0,0.13043478260869565,17.26086956521739
7624,15812470,Allan,719,France,Male,61,5,0.0,2,0,1,29132.43,0,0.0,0.08196721311475409,11.78688524590164
7625,15587443,Akudinobi,728,France,Female,69,1,0.0,2,1,1,131804.86,0,0.0,0.014492753623188406,10.55072463768116
7626,15689692,Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0,0.8651448660072582,0.15789473684210525,31.473684210526315
7627,15779586,Olisaemeka,822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0,4.383795570719235,0.06521739130434782,17.869565217391305
7628,15667588,Arcuri,670,Spain,Female,40,3,0.0,1,1,1,182650.15,0,0.0,0.075,16.75
7629,15624423,Liu,850,France,Male,28,8,99986.98,1,1,0,196582.55,0,0.5086259182211239,0.2857142857142857,30.357142857142858
7630,15591107,Flemming,723,Germany,Female,68,3,110357.0,1,0,0,141977.54,1,0.7772849142195307,0.04411764705882353,10.632352941176471
7631,15748986,Bischof,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0,3.0134757313357987,0.19047619047619047,16.785714285714285
7632,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0,1.514229542575036,0.175,16.925
7633,15620570,Sinnett,736,France,Male,43,4,202443.47,1,1,0,72375.03,0,2.7971452308897145,0.09302325581395349,17.11627906976744
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1,0.581410835506317,0.0,14.063829787234043
7635,15707681,Pokrovsky,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0,0.66698157696071,0.23684210526315788,13.18421052631579
7636,15702030,Azarov,516,France,Female,29,2,104982.57,1,1,0,157378.5,0,0.6670705973179311,0.06896551724137931,17.79310344827586
7637,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1,1.5222329930991756,0.13559322033898305,8.76271186440678
7638,15604196,Simpson,766,France,Male,32,6,185714.28,1,1,1,102502.5,0,1.811802443842833,0.1875,23.9375
7639,15769356,Stevenson,520,Germany,Female,23,3,116022.53,2,1,1,37577.66,0,3.087540043738753,0.13043478260869565,22.608695652173914
7640,15665590,Moore,541,France,Male,46,6,0.0,2,1,1,83456.67,0,0.0,0.13043478260869565,11.76086956521739
7641,15572361,Chill,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0,0.8224407922940286,0.058823529411764705,23.235294117647058
7642,15667460,Moore,797,France,Male,31,9,0.0,2,1,1,24748.89,0,0.0,0.2903225806451613,25.70967741935484
7643,15654760,Su,811,France,Male,40,1,101514.89,1,1,1,121765.0,0,0.8336951504948056,0.025,20.275
7644,15632669,Rees,722,Spain,Female,32,4,0.0,2,1,1,113666.48,0,0.0,0.125,22.5625
7645,15613673,Lung,675,France,Male,28,9,0.0,1,1,0,134110.93,0,0.0,0.32142857142857145,24.107142857142858
7646,15698522,Thomas,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0,0.7351303445566522,0.23076923076923078,16.923076923076923
7647,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0,0.9225737053542029,0.3125,17.6875
7648,15674583,Trevisani,768,France,Male,25,0,78396.08,1,1,1,8316.19,0,9.42692266530707,0.0,30.72
7649,15665374,Dumolo,610,Spain,Female,31,5,0.0,2,0,0,63736.36,0,0.0,0.16129032258064516,19.677419354838708
7650,15588854,Wu,715,France,Female,31,3,110581.29,1,1,1,94715.24,0,1.1675131689472569,0.0967741935483871,23.06451612903226
7651,15810716,Kerr,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0,2.210284883786944,0.19047619047619047,17.857142857142858
7652,15776921,Geoghegan,431,Germany,Male,45,5,83624.55,2,0,0,36899.62,0,2.2662713057749646,0.1111111111111111,9.577777777777778
7653,15569394,Bailey,704,France,Male,24,2,148197.15,2,1,0,182775.08,0,0.8108170435488252,0.08333333333333333,29.333333333333332
7654,15788215,Hsia,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1,1.9702450321434692,0.16666666666666666,17.833333333333332
7655,15641007,Holden,614,France,Female,38,4,72594.0,1,1,1,76042.48,0,0.9546506110794915,0.10526315789473684,16.157894736842106
7656,15594651,Milani,748,France,Male,38,4,115221.36,1,0,1,70956.75,0,1.6238252174740246,0.10526315789473684,19.68421052631579
7657,15575146,Jamieson,492,Germany,Male,51,8,117808.74,2,1,1,67311.12,0,1.7502121491961509,0.1568627450980392,9.647058823529411
7658,15608916,Ndubueze,573,France,Male,40,7,147754.68,1,1,1,110454.46,0,1.3376977262846605,0.175,14.325
7659,15666297,Abramova,706,Spain,Female,53,3,0.0,3,0,0,88479.02,1,0.0,0.05660377358490566,13.320754716981131
7660,15598586,Wetherspoon,680,France,Male,31,10,113292.17,1,1,1,122639.73,0,0.923780327957343,0.3225806451612903,21.93548387096774
7661,15665014,Middleton,458,Spain,Male,36,5,0.0,2,1,0,79723.78,0,0.0,0.1388888888888889,12.722222222222221
7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1,1.179016215808919,0.045454545454545456,13.909090909090908
7663,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1,1.1725436512026108,0.2,16.18
7664,15652667,Hampton,590,France,Male,39,9,0.0,2,1,1,104730.52,0,0.0,0.23076923076923078,15.128205128205128
7665,15679622,Clayton,602,France,Male,35,8,0.0,1,1,1,22499.29,0,0.0,0.22857142857142856,17.2
7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0,4.275821726250616,0.0,14.594594594594595
7667,15813192,Chukwuemeka,494,France,Male,25,6,0.0,2,0,1,109988.09,0,0.0,0.24,19.76
7668,15606554,Douglas,797,France,Male,29,1,0.0,1,0,1,149991.32,0,0.0,0.034482758620689655,27.482758620689655
7669,15611794,Galloway,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0,2.9624371414406117,0.09836065573770492,8.62295081967213
7670,15672357,Sochima,631,Spain,Male,38,7,0.0,2,1,0,181605.85,0,0.0,0.18421052631578946,16.605263157894736
7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0,0.8582416462394091,0.1724137931034483,19.862068965517242
7672,15615296,Rice,405,France,Male,39,10,0.0,1,1,0,160810.85,1,0.0,0.2564102564102564,10.384615384615385
7673,15699294,Pope,555,France,Male,30,1,0.0,2,0,0,88146.86,0,0.0,0.03333333333333333,18.5
7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0,1.2884890869559014,0.05405405405405406,20.27027027027027
7675,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,1,0,90174.83,0,1.5226003752931945,0.2857142857142857,23.75
7676,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0,1.9437649765203588,0.13513513513513514,17.2972972972973
7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,0,2.130158096964383,0.21212121212121213,13.848484848484848
7678,15711977,Finch,695,France,Male,36,4,161533.0,1,1,0,100940.91,0,1.600272872515217,0.1111111111111111,19.305555555555557
7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1,12.791465673646066,0.22580645161290322,20.806451612903224
7680,15790689,Hibbins,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0,0.6295816191415976,0.28125,20.21875
7681,15665181,Chung,808,Spain,Male,25,7,0.0,2,0,1,23180.37,0,0.0,0.28,32.32
7682,15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1,2.620105837553854,0.06060606060606061,19.424242424242426
7683,15805261,Balashov,700,Spain,Male,29,8,0.0,2,0,1,152097.02,0,0.0,0.27586206896551724,24.137931034482758
7684,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0,0.708074368217046,0.15384615384615385,25.384615384615383
7685,15808223,Lea,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0,2.2820981918321923,0.024390243902439025,15.0
7686,15769980,Singleton,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0,0.848335324108884,0.075,17.625
7687,15675450,Burt,718,France,Male,48,9,0.0,2,1,1,72105.63,0,0.0,0.1875,14.958333333333334
7688,15776494,Siciliano,754,France,Male,61,5,146622.35,1,1,1,41815.22,1,3.5064349775034067,0.08196721311475409,12.360655737704919
7689,15592412,Sun,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1,1.7706650790270502,0.08888888888888889,15.844444444444445
7690,15777452,Sauve,587,France,Female,46,6,88820.29,1,0,0,70224.34,0,1.2648077575381982,0.13043478260869565,12.76086956521739
7691,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0,0.7930212435773625,0.03225806451612903,18.35483870967742
7692,15791045,Boni,568,France,Female,38,3,132951.92,1,0,1,124486.28,0,1.0680046025955632,0.07894736842105263,14.947368421052632
7693,15807889,Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,10.80487040113038,0.06756756756756757,8.567567567567568
7694,15602043,Buccho,770,Germany,Female,46,5,141788.63,2,0,0,164967.21,0,0.8594958355663529,0.10869565217391304,16.73913043478261
7695,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,1.2831046320834745,0.0625,10.5625
7696,15629985,Eidson,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1,0.8749332917776295,0.2127659574468085,15.382978723404255
7697,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1,0.9839739900260321,0.20512820512820512,15.743589743589743
7698,15637315,Melvin,601,Spain,Female,41,3,0.0,2,1,0,54342.83,0,0.0,0.07317073170731707,14.658536585365853
7699,15691513,Dawkins,592,France,Male,60,9,0.0,4,1,1,13614.01,1,0.0,0.15,9.866666666666667
7700,15622289,Rizzo,605,Spain,Female,36,9,0.0,2,0,1,35521.63,0,0.0,0.25,16.805555555555557
7701,15715184,Capon,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0,3.571594440241086,0.12903225806451613,24.258064516129032
7702,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1,0.9424665329762938,0.10344827586206896,23.344827586206897
7703,15719931,Johnstone,850,France,Male,31,8,0.0,2,1,0,178667.7,0,0.0,0.25806451612903225,27.419354838709676
7704,15806081,Fleming,608,Germany,Female,48,2,127924.25,2,1,0,32202.61,0,3.972480802021948,0.041666666666666664,12.666666666666666
7705,15796336,Chang,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0,0.0,0.2647058823529412,23.11764705882353
7706,15647306,Gibbs,777,France,Female,29,9,131240.61,1,1,1,163746.09,1,0.8014885118783599,0.3103448275862069,26.79310344827586
7707,15742369,Rita,667,Spain,Male,31,5,0.0,2,1,1,20346.69,0,0.0,0.16129032258064516,21.516129032258064
7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,1.4171386950755307,0.14285714285714285,24.228571428571428
7709,15675650,Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0,0.8115680481693927,0.20512820512820512,12.461538461538462
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0,0.4135972513155106,0.015625,9.34375
7711,15754168,McIntosh,506,France,Female,40,3,0.0,1,1,1,144345.58,0,0.0,0.075,12.65
7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961.0,1,1.6651027732799786,0.1956521739130435,13.304347826086957
7713,15765048,Watt,545,France,Male,30,3,0.0,2,1,0,170307.43,0,0.0,0.1,18.166666666666668
7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0,3.999072654553949,0.14285714285714285,14.160714285714286
7715,15707559,Clark,682,France,Female,30,9,0.0,2,1,1,195104.91,0,0.0,0.3,22.733333333333334
7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1,0.23313558047391664,0.016129032258064516,8.338709677419354
7717,15687540,Obiuto,684,France,Male,32,9,100249.41,2,0,1,67599.69,0,1.4829862385463601,0.28125,21.375
7718,15787196,T'ien,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0,0.0,0.043478260869565216,15.043478260869565
7719,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,1,4.158057490987444,0.08333333333333333,12.333333333333334
7720,15775433,Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0,0.47239389485045086,0.014084507042253521,9.380281690140846
7721,15700693,Tu,693,France,Male,68,2,0.0,2,1,1,59864.96,0,0.0,0.029411764705882353,10.191176470588236
7722,15677955,Tsui,757,Germany,Male,33,1,122088.67,1,1,0,42581.09,0,2.8672039630737496,0.030303030303030304,22.939393939393938
7723,15570086,Lynch,684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0,18.9532427787651,0.5,38.0
7724,15794875,Hung,691,Spain,Male,35,6,0.0,2,0,1,178038.17,0,0.0,0.17142857142857143,19.742857142857144
7725,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,0,1,128521.16,1,1.0990577738327292,0.06818181818181818,19.136363636363637
7726,15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0,1.355713377967035,0.14285714285714285,13.771428571428572
7727,15757617,Lewis,735,France,Male,55,6,134140.68,1,1,0,2267.88,0,59.14805016138419,0.10909090909090909,13.363636363636363
7728,15612729,Chidiebere,681,France,Female,63,7,0.0,2,1,1,55054.48,0,0.0,0.1111111111111111,10.80952380952381
7729,15637857,Woolacott,616,France,Female,31,8,0.0,1,0,1,76456.17,0,0.0,0.25806451612903225,19.870967741935484
7730,15681007,Yen,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,1.7031038455092449,0.05714285714285714,24.285714285714285
7731,15593622,Service,635,France,Male,43,10,122198.21,2,0,1,179144.54,0,0.6821207612579205,0.23255813953488372,14.767441860465116
7732,15629273,Lin,638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1,0.750382665706113,0.19047619047619047,15.19047619047619
7733,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,0.9097402935962645,0.06451612903225806,26.451612903225808
7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1,1.3954421654167222,0.017241379310344827,11.96551724137931
7735,15722473,Faulkner,713,France,Male,41,3,0.0,2,1,0,55772.04,0,0.0,0.07317073170731707,17.390243902439025
7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1,0.7463439922161776,0.14634146341463414,13.24390243902439
7737,15685640,Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0,0.9041730806030066,0.07317073170731707,15.829268292682928
7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1,27.52495592255148,0.13333333333333333,25.9
7739,15768746,McLean,561,France,Male,33,6,0.0,2,0,0,173680.39,0,0.0,0.18181818181818182,17.0
7740,15689952,Zuyeva,724,Spain,Male,41,5,0.0,1,0,1,115753.94,0,0.0,0.12195121951219512,17.658536585365855
7741,15725906,Hankinson,665,Spain,Female,51,8,0.0,1,1,1,38928.48,1,0.0,0.1568627450980392,13.03921568627451
7742,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0,0.8063605813538532,0.016666666666666666,7.35
7743,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0,2.3817187706954472,0.13636363636363635,26.318181818181817
7744,15741643,Chiang,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0,1.6137351502592634,0.2,22.2
7745,15806822,Myers,739,France,Female,36,0,0.0,2,0,0,133465.57,0,0.0,0.0,20.52777777777778
7746,15701166,Chinedum,660,France,Male,40,5,131754.11,2,1,1,38761.61,0,3.399087653995796,0.125,16.5
7747,15718531,Ukaegbunam,554,France,Female,35,8,0.0,2,1,1,176779.46,0,0.0,0.22857142857142856,15.82857142857143
7748,15628308,Akubundu,850,France,Female,24,6,0.0,2,1,1,13159.9,0,0.0,0.25,35.416666666666664
7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1,2.4876221458514323,0.2571428571428571,24.057142857142857
7750,15781619,Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1,0.0,0.02631578947368421,20.657894736842106
7751,15805162,Sutherland,550,France,Male,25,0,0.0,2,1,1,184221.11,0,0.0,0.0,22.0
7752,15588535,Ts'ao,750,Spain,Female,39,6,0.0,2,0,0,19264.33,0,0.0,0.15384615384615385,19.23076923076923
7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0,1.0481573641799438,0.07894736842105263,12.894736842105264
7754,15777616,Pisani,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0,3.433291236640189,0.35714285714285715,21.607142857142858
7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1,0.6417721777321953,0.14285714285714285,13.404761904761905
7756,15680843,Sherrod,675,France,Male,34,8,0.0,2,1,1,184842.21,0,0.0,0.23529411764705882,19.852941176470587
7757,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0,0.74698908744045,0.19444444444444445,17.25
7758,15641585,Newton,850,France,Male,40,6,97339.99,1,0,1,88815.25,0,1.0959828407846626,0.15,21.25
7759,15684358,Kang,711,France,Male,41,3,0.0,2,1,1,193747.57,0,0.0,0.07317073170731707,17.341463414634145
7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1,1.1805632562440787,0.01818181818181818,9.981818181818182
7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1,0.6539029449548681,0.17647058823529413,22.470588235294116
7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0,3.203334609484164,0.1,20.9
7763,15808780,Tien,850,France,Female,34,2,0.0,2,0,0,51919.04,0,0.0,0.058823529411764705,25.0
7764,15767064,Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0,0.6007826635763055,0.027777777777777776,17.055555555555557
7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1,0.8230274291967545,0.045454545454545456,15.568181818181818
7766,15613427,Barling,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0,0.7729125613672554,0.14285714285714285,13.938775510204081
7767,15647259,Barnett,643,Spain,Male,35,2,0.0,2,0,0,67979.35,0,0.0,0.05714285714285714,18.37142857142857
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1,0.7668099393588835,0.02040816326530612,11.448979591836734
7769,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0,1.4108068840525443,0.45,30.05
7770,15757473,Chukwujamuike,766,France,Female,27,7,158786.67,2,0,1,47579.25,0,3.337309226185785,0.25925925925925924,28.37037037037037
7771,15809509,Venables,699,France,Male,29,3,125689.29,1,1,1,151623.71,0,0.8289553790762672,0.10344827586206896,24.103448275862068
7772,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0,0.9427022185082118,0.034482758620689655,29.310344827586206
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1,8.876283245807217,0.08,15.84
7774,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1,2.047985037399012,0.1044776119402985,9.492537313432836
7775,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0,6.719039334711383,0.11627906976744186,19.767441860465116
7776,15731246,Hobler,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0,0.0,0.25,15.7
7777,15685243,Jamieson,736,France,Female,63,10,0.0,2,0,1,502.7,0,0.0,0.15873015873015872,11.682539682539682
7778,15638730,Macleod,711,France,Female,21,0,82844.33,2,0,1,1408.68,0,58.80990004827214,0.0,33.857142857142854
7779,15697034,Norris,583,Spain,Female,22,2,0.0,2,0,1,5985.36,0,0.0,0.09090909090909091,26.5
7780,15699225,Pirozzi,757,France,Male,46,0,0.0,2,1,0,37460.05,0,0.0,0.0,16.456521739130434
7781,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,2.52306668908158,0.30303030303030304,22.696969696969695
7782,15759184,Russell,705,France,Male,34,7,117715.84,1,1,0,2498.67,0,47.11139926440866,0.20588235294117646,20.735294117647058
7783,15595991,Hsiung,585,France,Male,54,8,87105.32,1,1,1,55346.14,0,1.573828274203043,0.14814814814814814,10.833333333333334
7784,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,1,0.0,0.13953488372093023,10.162790697674419
7785,15756299,Davis,741,France,Female,64,2,69311.16,1,1,1,59237.72,0,1.1700511093269625,0.03125,11.578125
7786,15750547,Bair,738,France,Male,26,9,0.0,2,1,1,48644.94,0,0.0,0.34615384615384615,28.384615384615383
7787,15566380,Drury,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0,0.47562611080795314,0.30303030303030304,17.757575757575758
7788,15675963,Padovano,627,France,Female,57,9,0.0,2,1,1,107712.42,0,0.0,0.15789473684210525,11.0
7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0.7066454294502278,0.02631578947368421,7.25
7790,15621466,Waters,606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0,2.69595125038288,0.07894736842105263,15.947368421052632
7791,15607176,Kang,674,France,Male,22,3,0.0,1,1,1,173940.59,0,0.0,0.13636363636363635,30.636363636363637
7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0,1.5370008499599188,0.1935483870967742,18.838709677419356
7793,15613197,Ugochukwutubelum,590,France,Male,40,8,0.0,2,1,0,62933.03,0,0.0,0.2,14.75
7794,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0,2.5001372815432834,0.07142857142857142,10.446428571428571
7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0,2.3112515576676254,0.08,20.32
7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,0.47237617786069436,0.1590909090909091,10.409090909090908
7797,15773949,Cherkasova,692,France,Female,36,3,0.0,2,1,1,8282.22,0,0.0,0.08333333333333333,19.22222222222222
7798,15774164,Coles,502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,5.245366744583275,0.15151515151515152,15.212121212121213
7799,15774127,Potter,518,France,Male,46,3,0.0,2,1,0,76515.79,0,0.0,0.06521739130434782,11.26086956521739
7800,15619016,McMinn,660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0,3.236871655340648,0.10869565217391304,14.347826086956522
7801,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1,0.6389309997093312,0.019230769230769232,13.423076923076923
7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1,0.6723207543637233,0.12962962962962962,12.555555555555555
7803,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0,1.194313157165965,0.14285714285714285,12.26984126984127
7804,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0,5.191450403522012,0.15384615384615385,11.903846153846153
7805,15693893,Davis,684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0,7.74786788443399,0.15254237288135594,11.59322033898305
7806,15672499,Iadanza,635,France,Male,34,3,134692.4,2,1,1,83773.02,0,1.6078255266433035,0.08823529411764706,18.676470588235293
7807,15750410,Jordan,680,France,Female,25,4,123816.5,1,1,1,90162.35,0,1.3732616774074766,0.16,27.2
7808,15568904,Kruglova,608,Germany,Male,34,3,106288.54,1,1,1,36639.25,0,2.9009474811847946,0.08823529411764706,17.88235294117647
7809,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1,0.9157816379555301,0.12727272727272726,10.963636363636363
7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1,0.7350911181151718,0.046511627906976744,13.465116279069768
7811,15771059,Welch,756,Germany,Female,34,2,148200.72,1,0,0,194584.48,0,0.7616266209925889,0.058823529411764705,22.235294117647058
7812,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,0,0,159629.64,0,0.6524205028589928,0.06666666666666667,20.366666666666667
7813,15695280,Hung,532,Germany,Male,24,8,142755.25,1,0,0,34231.48,0,4.170291497767551,0.3333333333333333,22.166666666666668
7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1,1.166598629502245,0.047619047619047616,10.857142857142858
7815,15598338,Mays,647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0,1.8672888139336408,0.09090909090909091,19.606060606060606
7816,15735784,Gardner,583,France,Male,38,8,0.0,1,1,0,47848.56,0,0.0,0.21052631578947367,15.342105263157896
7817,15629128,Mamelu,774,Germany,Male,42,2,132193.94,2,1,1,162865.52,0,0.8116754239939798,0.047619047619047616,18.428571428571427
7818,15642870,Ross,677,France,Male,58,9,0.0,1,0,1,168650.4,0,0.0,0.15517241379310345,11.672413793103448
